#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
# base_birth_events.txt
EVTOPTD301;Isn't [From.GetSheHe] adorable?;;Ist [From.GetSheHe] nicht hinreißend?;;;x
EVTDESC_WOL_2100_DECADENT;The most notable thing my spies have reported about [target_spy_on.GetTitledFirstNameNoRegnal] is [target_spy_on.GetHerHis] complete decadence and lack of [target_spy_on.Religion.GetName] morality. This is a fact well-known to [target_spy_on.GetHerHis] court, but even so it would be a simple matter to enflame the rumors and ruin [target_spy_on.GetHerHis] reputation further.;;Das Bemerkenswerteste, was meine Spione über [target_spy_on.GetTitledFirstNameNoRegnal] berichtet haben, ist [target_spy_on.GetHerHis] völlige Dekadenz und Mangel an [target_spy_on.Religion.GetName] Moral. Diese Tatsache ist dem Hof von [target_spy_on.GetHerHis] wohlbekannt, aber dennoch wäre es ein Leichtes, die Gerüchte zu schüren und [target_spy_on.GetHerHis] Ruf weiter zu ruinieren.;;;x
EVTDESC_WOL_2100_BASTARD;The most notable thing my spies have reported about [target_spy_on.GetTitledFirstNameNoRegnal] is [target_spy_on.GetHerHis] illegitimate birth. It is a stain that will affect [target_spy_on.GetHerHim] forever, and thus it would be a simple matter to enflame the rumors and ruin [target_spy_on.GetHerHis] reputation further.;;Das Bemerkenswerteste, was meine Spione über [target_spy_on.GetTitledFirstNameNoRegnal] berichtet haben, ist [target_spy_on.GetHerHis] uneheliche Geburt. Es ist ein Makel, der [target_spy_on.GetHerHim] für immer beeinträchtigen wird, und so wäre es ein Leichtes, die Gerüchte zu entfachen und [target_spy_on.GetHerHis] Ruf weiter zu ruinieren.;;;x
EVTDESC_WOL_2100_INSANE;The most notable thing my spies have reported about [target_spy_on.GetTitledFirstNameNoRegnal] is [target_spy_on.GetHerHis] complete and utter insanity. Indeed, many already wonder why [target_spy_on.GetSheHe] hasn't already been locked away, and thus it would be a simple matter to enflame the rumors and ruin [target_spy_on.GetHerHis] reputation further.;;Das Bemerkenswerteste, was meine Spione über [target_spy_on.GetTitledFirstNameNoRegnal] berichtet haben, ist, dass [target_spy_on.GetHerHis] völlig wahnsinnig ist. In der Tat fragen sich bereits viele, warum [target_spy_on.GetSheHe] nicht bereits weggesperrt wurde, und so wäre es ein Leichtes, die Gerüchte anzuheizen und [target_spy_on.GetHerHis] Ruf weiter zu ruinieren.;;;x
EVTDESC_WOL_2100_HERETIC;The most notable thing my spies have reported about [target_spy_on.GetTitledFirstNameNoRegnal] is [target_spy_on.GetHerHis] lack of regard for the [target_spy_on.Religion.GetName] faith. Indeed, [target_spy_on.GetHerHis] cynical comments are well-known, and thus it would be a simple matter to enflame the rumors and ruin [target_spy_on.GetHerHis] reputation further.;;Das Bemerkenswerteste, was meine Spione über [target_spy_on.GetTitledFirstNameNoRegnal] berichtet haben, ist [target_spy_on.GetHerHis] mangelnde Wertschätzung für den [target_spy_on.Religion.GetName] Glauben. In der Tat sind [target_spy_on.GetHerHis] zynische Kommentare bekannt, und so wäre es ein Leichtes, die Gerüchte zu schüren und [target_spy_on.GetHerHis] Ruf weiter zu ruinieren.;;;x
EVTOPTA_WOL_2100_9;Spread the rumors;;Die Gerüchte verbreiten;;;x
# wol_carousing_events.txt
EVTOPTD_WoL_4000;I've had enough of these shenanigans!;;Ich habe genug von diesem Blödsinn!;;;x
# hl_mercenary_events.txt
EVTDESC_HL_10700;[From.GetFirstName] has spent [From.GetHerHis] hard earned wealth on attracting and recruiting more soldiers for [From.GetHerHis] mercenary band.;;[From.GetFirstName] hat [From.GetHerHis] hart verdienten Reichtum ausgegeben, um mehr Soldaten für [From.GetHerHis] Söldnerbande anzuwerben und zu rekrutieren.;;;x
EVTDESC_HL_10701;[From.GetFirstName] has spent [From.GetHerHis] hard earned wealth on carousing with [From.GetHerHis] men, wasting it on spirits and women;;[From.GetFirstName] hat [From.GetHerHis] hart verdientes Vermögen für Zechgelage mit [From.GetHerHis] Männern ausgegeben und es für Spirituosen und Frauen vergeudet;;;x
EVTDESC_HL_10201;Rumors reach you regarding [GetFromRelation] [From.GetFirstName], the mercenary. You always knew [From.GetHerHim] as a coward, but now the word is that [From.GetSheHe] has been cured of [From.GetHerHis] shameful fear of battle.;;Euch erreichen Gerüchte über [From.GetFirstName], den Söldner [GetFromRelation]. Ihr habt [From.GetHerHim] immer als Feigling gekannt, aber jetzt heißt es, dass [From.GetSheHe] von [From.GetHerHis] schändlicher Angst vor dem Kampf geheilt wurde.;;;x
# mnm_devil_worshipers_events.txt
EVTDESC_MNM_7005_JINN;'What if I told you that all you have been taught to believe in is a lie?' [satanists_recruiter.GetFirstName] continues, throwing a cautious glance around us before pulling up [satanists_recruiter.GetHerHis] sleeve, revealing a scar in the shape of [satanists_recruiter.GetDWDevil]'s mark. '[Root.Religion.GetHighGodNameCap] lied to Adam in the Garden of Eden. Reject the Tyrant deity and let [satanists_recruiter.GetDWDevil] guide your steps...';'Et si je vous disais que tout ce qu'on vous a poussé croire était un mensonge ?', poursuit [satanists_recruiter.GetFirstName], tout en jetant un coup d'œil autour de nous, avant de remonter sa manche, révélant une cicatrice de la forme du symbole [satanists_recruiter.GetDWDevilDuDela]. '[Root.Religion.GetHighGodNameCap] a menti Adam dans le jardin d'Eden. Rejetez la divinité tyrannique et laissez [Root.Religion.GetRandomEvilGodName] guider vos pas...';'Was, wenn ich Euch sagte, dass alles, woran Ihr glaubt, nichts als Lüge ist?' [satanists_recruiter.GetFirstName] wirft, ehe [satanists_recruiter.GetSheHe] fortfährt, einen fragenden Blick in die Runde. Dann krempelt [satanists_recruiter.GetSheHe] einen Ärmel hoch, unter dem eine Narbe in der Form des Zeichens von [satanists_recruiter.GetDWDevil] zum Vorschein kommt. '[Root.Religion.GetHighGodNameCap] lügte Adam im Garten von Eden an. Entsagt dem Tyrannengott! Lasst [satanists_recruiter.GetDWDevil] Eure Wege leiten ...';;'Tras echar una mirada furtiva alrededor, [satanists_recruiter.GetFirstName] ha susurrado: '¿Y si te dijera que todas las creencias que te han enseñado son mentira?'. Se ha levantado la manga y me ha mostrado una cicatriz con forma de la marca de [satanists_recruiter.GetDWDevil]. [Root.Religion.GetHighGodNameCap] miente. 'Reniega de esa deidad tirana y deja que [satanists_recruiter.GetDWDevil] guíe tu camino...';x
EVTDESC_MNM_7005_PLAGUEBRINGER;'What if I told you that all you have been taught to believe in is a lie?' [satanists_recruiter.GetFirstName] continues, throwing a cautious glance around us before pulling up [satanists_recruiter.GetHerHis] sleeve, revealing a scar in the shape of [satanists_recruiter.GetDWDevil]'s mark. '[Root.Religion.GetHighGodNameCap] is a liar. [satanists_recruiter.GetDWDevil] was the first of Mankind, and our greatest teacher. Reject the Tyrant deity and let [satanists_recruiter.GetDWDevil] guide your steps...';'Et si je vous disais que tout ce qu'on vous a poussé croire était un mensonge ?', poursuit [satanists_recruiter.GetFirstName], tout en jetant un coup d'œil autour de nous, avant de remonter sa manche, révélant une cicatrice de la forme du symbole [satanists_recruiter.GetDWDevilDuDela]. '[Root.Religion.GetHighGodNameCap] a menti. Rejetez la divinité tyrannique et laissez [Root.Religion.GetRandomEvilGodName] guider vos pas...';'Was, wenn ich Euch sagte, dass alles, woran Ihr glaubt, nichts als Lüge ist?' [satanists_recruiter.GetFirstName] wirft, ehe [satanists_recruiter.GetSheHe] fortfährt, einen fragenden Blick in die Runde. Dann krempelt [satanists_recruiter.GetSheHe] einen Ärmel hoch, unter dem eine Narbe in der Form des Zeichens von [satanists_recruiter.GetDWDevil] zum Vorschein kommt. '[Root.Religion.GetHighGodNameCap] ist ein Lügner! Entsagt dem Tyrannengott! Lasst [satanists_recruiter.GetDWDevil] Eure Wege leiten ...';;'Tras echar una mirada furtiva alrededor, [satanists_recruiter.GetFirstName] ha susurrado: '¿Y si te dijera que todas las creencias que te han enseñado son mentira?'. Se ha levantado la manga y me ha mostrado una cicatriz con forma de la marca de [satanists_recruiter.GetDWDevil]. [Root.Religion.GetHighGodNameCap] miente. 'Reniega de esa deidad tirana y deja que [satanists_recruiter.GetDWDevil] guíe tu camino...';x
EVTDESC_MNM_7005_TITAN;'What if I told you that all you have been taught to believe in is a lie?' [satanists_recruiter.GetFirstName] continues, throwing a cautious glance around us before pulling up [satanists_recruiter.GetHerHis] sleeve, revealing a scar in the shape of [satanists_recruiter.GetDWDevil]'s mark. '[Root.Religion.GetHighGodNameCap] is a usurper. Reject the tyranny of the unworthy Gods of Olympus, and let [satanists_recruiter.GetDWDevil] guide your steps...';'Et si je vous disais que tout ce qu'on vous a poussé croire était un mensonge ?', poursuit [satanists_recruiter.GetFirstName], tout en jetant un coup d'œil autour de nous, avant de remonter sa manche, révélant une cicatrice de la forme du symbole [satanists_recruiter.GetDWDevilDuDela]. '[Root.Religion.GetHighGodNameCap] a menti. Rejetez la divinité tyrannique et laissez [Root.Religion.GetRandomEvilGodName] guider vos pas...';'Was, wenn ich Euch sagte, dass alles, woran Ihr glaubt, nichts als Lüge ist?' [satanists_recruiter.GetFirstName] wirft, ehe [satanists_recruiter.GetSheHe] fortfährt, einen fragenden Blick in die Runde. Dann krempelt [satanists_recruiter.GetSheHe] einen Ärmel hoch, unter dem eine Narbe in der Form des Zeichens von [satanists_recruiter.GetDWDevil] zum Vorschein kommt. '[Root.Religion.GetHighGodNameCap] ist ein Lügner! Entsagt dem Tyrannengott! Lasst [satanists_recruiter.GetDWDevil] Eure Wege leiten ...';;'Tras echar una mirada furtiva alrededor, [satanists_recruiter.GetFirstName] ha susurrado: '¿Y si te dijera que todas las creencias que te han enseñado son mentira?'. Se ha levantado la manga y me ha mostrado una cicatriz con forma de la marca de [satanists_recruiter.GetDWDevil]. [Root.Religion.GetHighGodNameCap] miente. 'Reniega de esa deidad tirana y deja que [satanists_recruiter.GetDWDevil] guíe tu camino...';x
EVTDESC_MNM_7005_APEP;'What if I told you that all you have been taught to believe in is a lie?' [satanists_recruiter.GetFirstName] continues, throwing a cautious glance around us before pulling up [satanists_recruiter.GetHerHis] sleeve, revealing a scar in the shape of a serpent. '[Root.Religion.GetHighGodNameCap] is a liar. Reject the tyranny of the light and let [satanists_recruiter.GetDWDevil] guide your steps...';'Et si je vous disais que tout ce qu'on vous a poussé croire était un mensonge ?', poursuit [satanists_recruiter.GetFirstName], tout en jetant un coup d'œil autour de nous, avant de remonter sa manche, révélant une cicatrice de la forme du symbole [satanists_recruiter.GetDWDevilDuDela]. '[Root.Religion.GetHighGodNameCap] a menti. Rejetez la divinité tyrannique et laissez [Root.Religion.GetRandomEvilGodName] guider vos pas...';'Was, wenn ich Euch sagte, dass alles, woran Ihr glaubt, nichts als Lüge ist?' [satanists_recruiter.GetFirstName] wirft, ehe [satanists_recruiter.GetSheHe] fortfährt, einen fragenden Blick in die Runde. Dann krempelt [satanists_recruiter.GetSheHe] einen Ärmel hoch, unter dem eine Narbe in der Form des Zeichens von [satanists_recruiter.GetDWDevil] zum Vorschein kommt. '[Root.Religion.GetHighGodNameCap] ist ein Lügner! Entsagt dem Tyrannengott! Lasst [satanists_recruiter.GetDWDevil] Eure Wege leiten ...';;'Tras echar una mirada furtiva alrededor, [satanists_recruiter.GetFirstName] ha susurrado: '¿Y si te dijera que todas las creencias que te han enseñado son mentira?'. Se ha levantado la manga y me ha mostrado una cicatriz con forma de la marca de [satanists_recruiter.GetDWDevil]. [Root.Religion.GetHighGodNameCap] miente. 'Reniega de esa deidad tirana y deja que [satanists_recruiter.GetDWDevil] guíe tu camino...';x
EVTDESC_MNM_7005_BALOR;'What if I told you that all you have been taught to believe in is a lie?' [satanists_recruiter.GetFirstName] continues, throwing a cautious glance around us before pulling up [satanists_recruiter.GetHerHis] sleeve, revealing a scar in the shape of the piercing eye of [satanists_recruiter.GetDWDevil]. '[Root.Religion.GetHighGodNameCap] is a liar. Reject the Tyrant deity and let [satanists_recruiter.GetDWDevil] guide your steps...';'Et si je vous disais que tout ce qu'on vous a poussé croire était un mensonge ?', poursuit [satanists_recruiter.GetFirstName], tout en jetant un coup d'œil autour de nous, avant de remonter sa manche, révélant une cicatrice de la forme du symbole [satanists_recruiter.GetDWDevilDuDela]. '[Root.Religion.GetHighGodNameCap] a menti. Rejetez la divinité tyrannique et laissez [Root.Religion.GetRandomEvilGodName] guider vos pas...';'Was, wenn ich Euch sagte, dass alles, woran Ihr glaubt, nichts als Lüge ist?' [satanists_recruiter.GetFirstName] wirft, ehe [satanists_recruiter.GetSheHe] fortfährt, einen fragenden Blick in die Runde. Dann krempelt [satanists_recruiter.GetSheHe] einen Ärmel hoch, unter dem eine Narbe in der Form des Zeichens von [satanists_recruiter.GetDWDevil] zum Vorschein kommt. '[Root.Religion.GetHighGodNameCap] ist ein Lügner! Entsagt dem Tyrannengott! Lasst [satanists_recruiter.GetDWDevil] Eure Wege leiten ...';;'Tras echar una mirada furtiva alrededor, [satanists_recruiter.GetFirstName] ha susurrado: '¿Y si te dijera que todas las creencias que te han enseñado son mentira?'. Se ha levantado la manga y me ha mostrado una cicatriz con forma de la marca de [satanists_recruiter.GetDWDevil]. [Root.Religion.GetHighGodNameCap] miente. 'Reniega de esa deidad tirana y deja que [satanists_recruiter.GetDWDevil] guíe tu camino...';x
EVTDESC_MNM_7009_PLAGUEBRINGER;It has been some time since [satanists_recruiter.GetTitledFirstName] was in contact with me. I have been pondering what [Root.Religion.GetHighGodName] would think of me for venturing down this path, but [satanists_recruiter.GetFirstName] has already offered me more support than [Root.Religion.GetHighGodName] ever has. The [Root.Religion.GetPriestTitle]s in the [Root.GetHouseOfWorship] would tell me [satanists_recruiter.GetDWDevil] is a teacher of sin, but perhaps his teachings should not be so easily dismissed...;Cela fait un certain temps que je n'ai plus été en contact avec [satanists_recruiter.GetTitledFirstName]. Je me suis demandé ce que [Root.Religion.GetHighGodName] pensait de moi m'aventurant sur ce chemin, mais [satanists_recruiter.GetFirstName] m'a déj offert plus de soutien que [Root.Religion.GetHighGodName] ne l'a jamais fait. J'ai commencé étudier les livres sur l'occulte, car jusqu'ici, j'ai trouvé étroites d'esprit, au mieux, les idées exprimées [Root.GetHouseOfWorship].;Es ist einige Zeit her, seitdem [satanists_recruiter.GetTitledFirstName] mich das letzte Mal kontaktierte. Ich habe mir den Kopf darüber zerbrochen, was [Root.Religion.GetHighGodName] wohl von mir denkt, aber [satanists_recruiter.GetFirstName] hat mir bereits Unterstützung angeboten. Ich studiere nun okkulte Werke und bisher scheinen mir die herkömmlichen Predigten im Vergleich bestenfalls engstirnig.;;Ha pasado un tiempo desde aquella conversación con [satanists_recruiter.GetTitledFirstName]. Desde entonces no he parado de preguntarme qué pensará [Root.Religion.GetHighGodName] si me adentro en ese camino... Por otro lado, [satanists_recruiter.GetFirstName] ya me ha ofrecido más apoyo del que [Root.Religion.GetHighGodName] me ha dado. He empezado a estudiar libros sobre ocultismo y me estoy dando cuenta de cuan intransigentes eran los preceptos que me habían enseñado hasta ahora.;x
EVTDESC_MNM_7010_APEP;I found some cryptic scrawlings written in blood on my bedroom door this morning. The guards say they haven't seen anyone enter during the night and I dare not ask my [Root.GetMyLordSpiritualName] to decipher it. Yet, I think I understand... The serpent... the mark of [satanists_recruiter.GetDWDevil]...;Un message inintelligible écrit avec du sang est apparu sur la porte de ma chambre ce matin. Les gardes disent qu'ils n'ont vu entrer personne pendant la nuit, et je n'ose pas demander m[Root.job_spiritual.GetOnA] [Root.GetMyLordSpiritualName] de le déchiffrer. Quoique... je reconnais le symbole [Root.GetEvilGodDuDelaDes].;Heute Morgen fand ich an der Tür meiner Kammer eine kryptische, mit Blut geschriebene Schmiererei. Laut den Wachen wurde in der Nacht niemand gesehen und [Root.GetMyLordSpiritualName] nach der Bedeutung zu fragen, wage ich nicht. Trotzdem glaube ich zu verstehen ... Es ist das Zeichen von [satanists_recruiter.GetDWDevil] ...;;Esta mañana han aparecido unos garabatos crípticos en la puerta de mi dormitorio. Los guardias me han asegurado que no han visto a nadie entrar durante la noche y no me he atrevido a consultarlo con [Root.GetMyLordSpiritualName] para descifrarlos. Sin embargo, creo que lo entiendo... La marca de [satanists_recruiter.GetDWDevil]...;x
EVTOPTA_7010_TT_1_APEP;You carve a serpent into your arm, just like the one §Y[satanists_recruiter.GetTitledFirstName]§! showed you.\n;Vous vous gravez sur le bras le symbole [satanists_recruiter.GetDWDevilDuDela], comme celui que §Y[satanists_recruiter.GetTitledFirstName]§! vous a montré.\n;Ihr ritzt Euch das Zeichen von [satanists_recruiter.GetDWDevil] in den Arm, genau wie jenes, das §Y[satanists_recruiter.GetTitledFirstName]§! Euch zeigte.\n;;Te grabas la marca de [satanists_recruiter.GetDWDevil] en el brazo, igual que la que §Y[satanists_recruiter.GetTitledFirstName]§! te enseñó.\n;x
EVTDESC_MNM_7010_BALOR;I found some cryptic scrawlings written in blood on my bedroom door this morning. The guards say they haven't seen anyone enter during the night and I dare not ask my [Root.GetMyLordSpiritualName] to decipher it. Yet, I think I understand... The eye... the mark of [satanists_recruiter.GetDWDevil]...;Un message inintelligible écrit avec du sang est apparu sur la porte de ma chambre ce matin. Les gardes disent qu'ils n'ont vu entrer personne pendant la nuit, et je n'ose pas demander m[Root.job_spiritual.GetOnA] [Root.GetMyLordSpiritualName] de le déchiffrer. Quoique... je reconnais le symbole [Root.GetEvilGodDuDelaDes].;Heute Morgen fand ich an der Tür meiner Kammer eine kryptische, mit Blut geschriebene Schmiererei. Laut den Wachen wurde in der Nacht niemand gesehen und [Root.GetMyLordSpiritualName] nach der Bedeutung zu fragen, wage ich nicht. Trotzdem glaube ich zu verstehen ... Es ist das Zeichen von [satanists_recruiter.GetDWDevil] ...;;Esta mañana han aparecido unos garabatos crípticos en la puerta de mi dormitorio. Los guardias me han asegurado que no han visto a nadie entrar durante la noche y no me he atrevido a consultarlo con [Root.GetMyLordSpiritualName] para descifrarlos. Sin embargo, creo que lo entiendo... La marca de [satanists_recruiter.GetDWDevil]...;x
EVTOPTA_7010_TT_1_BALOR;You carve an eye into your arm, just like the one §Y[satanists_recruiter.GetTitledFirstName]§! showed you.\n;Vous vous gravez sur le bras le symbole [satanists_recruiter.GetDWDevilDuDela], comme celui que §Y[satanists_recruiter.GetTitledFirstName]§! vous a montré.\n;Ihr ritzt Euch das Zeichen von [satanists_recruiter.GetDWDevil] in den Arm, genau wie jenes, das §Y[satanists_recruiter.GetTitledFirstName]§! Euch zeigte.\n;;Te grabas la marca de [satanists_recruiter.GetDWDevil] en el brazo, igual que la que §Y[satanists_recruiter.GetTitledFirstName]§! te enseñó.\n;x
# oldgods_ancestor_worship_events.txt
EVTDESC_TOG_7410;There are many deities whom you can chose to follow. The supreme ruler, our Father Wotan. For luck in war pray to the Thunderer Thunær, or for prosperity pray to Inguin.;;Es gibt viele Gottheiten, denen du folgen kannst. Der oberste Herrscher ist unser Vater Wotan. Für Glück im Krieg bete zum Donnerer Thunær, oder für Wohlstand bete zu Inguin.;;;
EVTOPTA_TOG_7410;Wise Wotan, I shall serve you faithfully.;;Weiser Wotan, ich werde dir treu dienen.;;;
EVTOPTB_TOG_7410;My prayers go to bountiful Inguin.;;Meine Gebete gehen an den gütigen Inguin.;;;
EVTOPTC_TOG_7410;I will bring you honor on the battlefield, mighty Thunær!;;Ich werde dir Ehre auf dem Schlachtfeld bringen, mächtiger Thunær!;;;
EVTDESC_TOG_7411;Wotan, the All-Father, is the supreme ruler of all Gods and Goddessess. He has created all that which is good and wonderful in this world, including us. His rule is one of peace and understanding, and those are his gifts to faithful followers.;;Wotan, der Allvater, ist der oberste Herrscher über alle Götter und Göttinnen. Er hat alles Gute und Wunderbare in dieser Welt erschaffen, auch uns. Seine Herrschaft ist von Frieden und Verständnis geprägt, und das sind seine Geschenke an seine treuen Anhänger.;;;
EVTDESC_TOG_7412;The bountiful Inguin, god of sunshine and fair weather will bestow prosperity and virility on those who follow him.;;Der freigebige Inguin, Gott des Sonnenscheins und des schönen Wetters, schenkt denen, die ihm folgen, Wohlstand und Männlichkeit.;;;
EVTDESC_TOG_7413;Thunær is the God of Thunder. He rides the skies in his chariot, with his magical hammer in his hand. His eternal enemy is the World-Serpent, whom he protects us from. Those who are faithful to Thunær will be given his courage and success.;;Thunær ist der Gott des Donners. Er reitet in seinem Wagen durch die Lüfte, mit seinem magischen Hammer in der Hand. Sein ewiger Feind ist die Weltenschlange, vor der er uns beschützt. Diejenigen, die Thunær treu sind, werden mit seinem Mut und Erfolg beschenkt.;;;
EVTDESC_TOG_7500_WODANAZ;You have toiled devoutly in your endeavor to follow the path of Wotan. In his name you have promote peace and understanding between your subjects. As a result, your diplomatic skills have been improving.;;Du hast dich hingebungsvoll bemüht, dem Pfad Wotans zu folgen. In seinem Namen hast du dich für Frieden und Verständigung zwischen deinen Untertanen eingesetzt. Infolgedessen hat sich dein diplomatisches Geschick verbessert.;;;
EVTDESC_TOG_7501_THUNRAZ;You have toiled devoutly in your endeavor to follow the path of Thunær. In his name you have practiced your axemanship and spent many hours strategizing at the war table with your commanders. As a result, your martial skills have been improving.;;Du hast dich hingebungsvoll bemüht, dem Pfad von Thunær zu folgen. In seinem Namen hast du deine Axtkunst geübt und viele Stunden damit verbracht, am Kriegstisch mit deinen Befehlshabern Strategien auszuarbeiten. Infolgedessen haben sich deine kriegerischen Fähigkeiten verbessert.;;;
EVTDESC_TOG_7502_INGWAZ;You have toiled devoutly in your endeavor to follow the path of Inguin. In his name you have arranged harvest festivals and fertility rites, as well as spent many hours inspecting the fields of [Root.Capital.GetName]. As a result, your stewardship skills have been improving.;;Du hast dich hingebungsvoll bemüht, dem Weg Inguins zu folgen. In seinem Namen hast du Erntefeste und Fruchtbarkeitsriten veranstaltet und viele Stunden damit verbracht, die Felder von [Root.Capital.GetName] zu inspizieren. Infolgedessen haben sich deine Fähigkeiten als Verwalter verbessert.;;;
EVTDESC_TOG_7506_THUNRAZ;It is a fine day and you are out hunting with a small party. As you take a break to eat your midday meal, you find yourself in a discussion on archery with [From.GetTitledFirstName]. It turns out that [From.GetSheHe] is also a devout follower of Thunær. The longer you talk the more you seem to have in common!;;Es ist ein schöner Tag und ihr seid mit einer kleinen Gruppe auf der Jagd. Als Ihr eine Pause einlegt, um Euer Mittagsmahl zu essen, findet Ihr Euch in einer Diskussion über Bogenschießen mit [From.GetTitledFirstName] wieder. Es stellt sich heraus, dass [From.GetSheHe] ebenfalls ein gläubiger Anhänger von Thunær ist. Je länger Ihr Euch unterhaltet, desto mehr scheint Ihr gemeinsam zu haben!;;;
EVTDESC_TOG_7506_INGWAZ;Many find it odd that a [Root.GetTitle] works in the fields, but tending to the land and crops make you feel closer to Inguin, more so than any prayer. As you take a short break, you notice [From.GetTitledFirstName] approaching. You greet and exchange some words about the harvest. It turns out that [From.GetSheHe] is also a follower of Inguin!;;Viele finden es seltsam, dass ein [Root.GetTitle] auf den Feldern arbeitet, aber wenn man sich um das Land und die Ernte kümmert, fühlt man sich Inguin näher, mehr als bei jedem Gebet. Als Ihr eine kurze Pause macht, bemerkt Ihr, dass [From.GetTitledFirstName] sich Euch nähert. Ihr grüßt und tauscht ein paar Worte über die Ernte aus. Es stellt sich heraus, dass [From.GetSheHe] auch ein Anhänger von Inguin ist!;;;
EVTDESC_TOG_7506_WODANAZ;It is early morning and you are at the shrine dedicated to Wotan, deep in prayers. You hear soft footsteps behind you - who could it be at this hour? [From.GetTitledFirstName], as it turns out. You exchange some pleasantries and soon you find yourself in a full-fledged conversation. You have so much in common!;;Es ist früher Morgen, und du bist am Schrein, der Wotan gewidmet ist, in Gebete vertieft. Du hörst leise Schritte hinter dir - wer könnte das zu dieser Stunde sein? [From.GetTitledFirstName], wie sich herausstellt. Ihr tauscht ein paar Höflichkeiten aus, und schon bald findet ihr euch in einem vollwertigen Gespräch wieder. Sie haben so viel gemeinsam!;;;
EVTDESC_TOG_7508_THUNRAZ;You sit huddled up together by the fire, the air thick with tension. The skies outside are dark with heavy clouds and Thunær's presence is as tangible as a lover's touch. Suddenly, the room is lit by a bright flash and an ear-deafening crack cuts through the silence. Your [GetFromRelation] [From.GetFirstName] breaks into tears.;;Sie sitzen zusammengekauert am Feuer, die Luft ist dick vor Spannung. Draußen ist der Himmel mit schweren Wolken verhangen und Thunærs Anwesenheit ist so greifbar wie die Berührung eines Liebenden. Plötzlich wird der Raum von einem hellen Blitz erleuchtet und ein ohrenbetäubender Knall durchschneidet die Stille. Dein [GetFromRelation] [From.GetFirstName] bricht in Tränen aus.;;;
EVTDESC_TOG_7510_INGWAZ;You are dancing at the fertility rite held in Inguin's honor as your eyes find [From.GetTitledFirstName]'s across the bonfire. For a moment, it is as if the whole world turns silent. The drumming is a distant thunder, yet the rhythmic vibrations run through your body, to your very core...;;Du tanzt bei dem Fruchtbarkeitsritus, der zu Inguins Ehren abgehalten wird, als deine Augen die von [From.GetTitledFirstName] über dem Lagerfeuer entdecken. Einen Moment lang ist es, als würde die ganze Welt verstummen. Das Trommeln ist ein entferntes Donnern, doch die rhythmischen Schwingungen durchdringen deinen Körper, bis in dein Innerstes...;;;
EVTOPTA_TOG_7510_INGWAZ;Tonight, I shall bed [From.GetFirstName] in the name of Inguin.;;Heute Nacht werde ich [From.GetFirstName] im Namen von Inguin betten.;;;
EVTDESC_TOG_7516_THUNRAZ;Your reputation as a devout follower of Thunær has spread across the lands. Many great and seasoned warriors have since traveled to [Root.Capital.GetName] to pledge their allegiance to your cause.;;Euer Ruf als ergebener Anhänger Thunærs hat sich in den Ländern verbreitet. Viele große und erfahrene Krieger sind seitdem nach [Root.Capital.GetName] gereist, um ihre Treue zu Eurer Sache zu bekunden.;;;
EVTDESC_TOG_7518_WODANAZ;"In your efforts to become more like the good Wotan, you have begun treating everyone who crosses your path with more understanding and respect. As a result, you have become known for your compassionate ways and noble nature. Some go as far as calling you §Ythe Voice of Wotan§!.";;"In Eurem Bemühen, dem guten Wotan ähnlicher zu werden, habt Ihr begonnen, jeden, der Euren Weg kreuzt, mit mehr Verständnis und Respekt zu behandeln. Infolgedessen bist du für deine mitfühlende Art und dein edles Wesen bekannt geworden. Manche gehen sogar so weit, dich "die Stimme Wotans" zu nennen.";;;
EVTDESC_TOG_7520_INGWAZ;Your efforts to make the most out Inguin's holy soil has turned you into a true inspiration for your people. Their hard work, in combination with the fair weather which the God has blessed you with, has resulted in the richest harvest in many years. Celebrations in Inguin's honor is held in every village.;;Deine Bemühungen, das Beste aus dem heiligen Boden Inguins zu machen, haben dich zu einer wahren Inspiration für dein Volk gemacht. Ihre harte Arbeit in Verbindung mit dem schönen Wetter, mit dem der Gott euch gesegnet hat, hat zur reichsten Ernte seit vielen Jahren geführt. In jedem Dorf werden Feiern zu Ehren Inguins abgehalten.;;;
EVTOPTA_TOG_7526_WODANAZ;I shall erect a monument in the honor of Wotan.;J'érigerai un monument en l'honneur de Wotan.;Ich werde ein Denkmal zu Ehren von Wotan errichten.;;Erigiré un monumento en honor a Wotan.;
EVTOPTA_TOG_7526_INGWAZ;I shall erect a monument in the honor of Inguin.;J'érigerai un monument en l'honneur de Inguin.;Ich werde ein Denkmal zu Ehren von Inguin errichten.;;Erigiré un monumento en honor a Inguin.;
EVTOPTA_TOG_7526_THUNRAZ;I shall erect a monument in the honor of Thunær.;J'érigerai un monument en l'honneur de Thunær.;Ich werde ein Denkmal zu Ehren von Thunær errichten.;;Erigiré un monumento en honor a Thunær.;
