#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
spoke_on_lieges_behalf;Spoke on Liege's Behalf;Spoke on Liege's Behalf;Spoke on Liege's Behalf;;Spoke on Liege's Behalf;;;;;;;;;x
tax_privileges;Tax Privileges;Régimes fiscaulx privilégiés;Steuerprivilegien;;Tax Privileges;;;;;;;;;x
tax_privileges_desc;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;;;;;;;;;x
tax_reduction;Tax Reduction;Réduction de taxes;Steuerermäßigung;;Tax Reduction;;;;;;;;;x
tax_reduction_desc;This province's taxes has been reduced, as per the dictate of the liege.;This province's taxes has been reduced, as per the dictate of the liege.;This province's taxes has been reduced, as per the dictate of the liege.;;This province's taxes has been reduced, as per the dictate of the liege.;;;;;;;;;x
terrible_speech;Awful Speech;Orateur consternant;Awful Speech;;Awful Speech;;;;;;;;;x
turned_against_liege;Turned Against Liege;Turned Against Liege;Turned Against Liege;;Turned Against Liege;;;;;;;;;x
ultimatum_refused;Rejected faction demands;A rejeté les exigences de la faction;Rejected faction demands;;Rejected faction demands;;;;;;;;;x
unpleasant_meeting;Unpleasant Meeting;Unpleasant Meeting;Unpleasant Meeting;;Unpleasant Meeting;;;;;;;;;x
upset_faction_decision;Upset Over Decision;Upset Over Decision;Upset Over Decision;;Upset Over Decision;;;;;;;;;x
#
# FACTION DECISIONS
#
ask_claimant_support;Ask to Support Pretender;Ask to Support Pretender;Ask to Support Pretender;;Ask to Support Pretender;;;;;;;;x
ask_claimant_support_desc;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;;;;;;;;x
court_faction_member;Court Faction Member;Court Faction Member;Court Faction Member;;Court Faction Member;;;;;;;;x
court_faction_member_desc;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;;;;;;;;x
faction_begin_civil_war;Declare Civil War;Declare Civil War;Declare Civil War;;Declare Civil War;;;;;;;;x
faction_begin_civil_war_desc;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;;;;;;;;x
faction_claimant_prepare;Call To Arms;Call To Arms;Call To Arms;;Call To Arms;;;;;;;;x
faction_claimant_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;x
faction_religious_prepare;Call To Arms;Call To Arms;Call To Arms;;Call To Arms;;;;;;;;x
faction_religious_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;x
faction_religious_ultimatum;Demand Liege Conversion;Demand Liege Conversion;Demand Liege Conversion;;Demand Liege Conversion;;;;;;;;x
faction_religious_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;;;;;;;;x
faction_send_ultimatum;Make Ultimatum to Liege;Make Ultimatum to Liege;Make Ultimatum to Liege;;Make Ultimatum to Liege;;;;;;;;x
faction_send_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;;;;;;;;x
faction_succ_feudal_elective_prepare;Call To Arms;Call To Arms;Call To Arms;;Call To Arms;;;;;;;;x
faction_succ_feudal_elective_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;x
faction_succ_gavelkind_prepare;Call To Arms;Call To Arms;Call To Arms;;Call To Arms;;;;;;;;x
faction_succ_gavelkind_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Gavelkind. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Gavelkind. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Gavelkind. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Gavelkind. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;x
