#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
convert_to_temple;Convert to Temple;Convert to Temple;Zum Tempel konvertieren;;;x
convert_to_temple_desc;Convert to Temple;Convert to Temple;Zum Tempel konvertieren;;;x
convert_to_theocracy_vassal;Found Theocracy;Found Theocracy;Theokratie gründen;;;x
convert_to_theocracy_vassal_desc;Found Theocracy;Found Theocracy;Theokratie gründen;;;x
convert_to_zoroastrianism;Convert to Zoroastrianism;Se Convertir au Zoroastrisme;Konvertiere zum Zoroastrismus;;;x
convert_to_zoroastrianism_desc;Convert to the faith of my ancestral forefathers!;Me convertir la foi de mes ancestres !;Konvertiere zum Glauben meiner Vorväter!;;;x
convert_tribal_to_castle_desc;I can upgrade [Root.GetFullName] to a proper Castle if it has a fully-built hillfort.;I can upgrade [Root.GetFullName] to a proper Castle if it has a fully-built hillfort.;Ich kann [Root.GetFullName] zu einer richtigen Burg ausbauen, wenn sie eine vollständig errichtete Bergfestung hat.;;;x
convert_tribal_to_city_desc;I can upgrade [Root.GetFullName] to a proper City if it has a fully-built hillfort or market town.;I can upgrade [Root.GetFullName] to a proper City if it has a fully-built hillfort or market town.;Ich kann [Root.GetFullName] zu einer richtigen Stadt ausbauen, wenn sie eine voll ausgebaute Bergfestung oder einen Marktflecken hat.;;;x
convert_tribal_to_temple;Upgrade to Temple;Upgrade to Temple;Upgrade auf Tempel;;;x
convert_tribal_to_temple_named;Upgrade [Root.GetName] to a Temple;Upgrade [Root.GetName] to a Temple;Upgrade [Root.GetName] zu einem Tempel;;;x
convert_tribal_to_temple_desc;I can upgrade [Root.GetFullName] to a proper Temple if it has a fully-built hillfort or market town.;I can upgrade [Root.GetFullName] to a proper Temple if it has a fully-built hillfort or market town.;Ich kann [Root.GetFullName] zu einem richtigen Tempel ausbauen, wenn er ein voll ausgebautes Hillfort oder eine Marktstadt hat.;;;x
convince_to_straighten_up_ruler;Convince to Straighten up;Convince to Straighten up;Überzeugen, sich aufzurichten;;;x
convince_to_straighten_up_ruler_desc;Attempt to reason with §Y[This.GetBestName]§!, asking him to clean up his act. There is no guarantee that this will succeed, but having a high Learning or Diplomacy skill will help.;Attempt to reason with §Y[This.GetBestName]§!, asking him to clean up his act. There is no guarantee that this will succeed, but having a high Learning or Diplomacy skill will help.;Versuche, §Y[This.GetBestName]§! zur Vernunft zu bringen und ihn zu bitten, sein Verhalten zu ändern. Es gibt keine Garantie, dass dies gelingt, aber eine hohe Lern- oder Diplomatie-Fertigkeit ist hilfreich.;;;x
convince_to_straighten_up_named;Convince [Root.GetTitledFirstName] to Straighten up;Convince [Root.GetTitledFirstName] to Straighten up;Überzeuge [Root.GetTitledFirstName] davon, sich zu bessern;;;x
cornish;Cornish;Cornouaillais;Cornwall;;;x
coronation_rejected;Rejected Coronation;A rejeté le Couronnement;Abgelehnte Krönung;;;x
create_aragon_desc;Create Aragon;;Aragonien erschaffen;;;x
create_portugal_desc;Create Portugal;;Portugal gründen;;;x
create_castille_desc;Create Castille;;Kastilien erschaffen;;;x
create_bogomilist_patriarch;Create Bogomilist Elder;;Erschaffung eines bogomilistischen Ältesten;;;x
create_bogomilist_patriarch_desc;Annointing a Bogomilist Elder will mean true respect for Bogomilism as an independent religion, no longer treated as a heresy of Orthodox Christianity. It will also stabilize the religion and mean that other benefits, such as claims and divorces, can now be provided by the Elder.;;Die Ernennung eines bogomilistischen Ältesten bedeutet, dass der Bogomilismus als eigenständige Religion respektiert und nicht mehr als Ketzerei des orthodoxen Christentums behandelt wird. Außerdem wird die Religion dadurch stabilisiert, und der Ältestenrat kann nun auch andere Leistungen, wie z. B. Ansprüche und Scheidungen, gewähren.;;;x
create_cathar_papacy;Create the Cathar Patriarch;;Erschaffung des katharischen Patriarchen;;;x
create_cathar_papacy_desc;A truly great ruler, dedicated to the cause of the Cathars and a true Perfectus, might be able to raise up a member of the faithful as a Cathar Patriarch: a leader for the faithful everywhere, and able to direct his or her religion to spread throughout the known world.;;Ein wahrhaft großer Herrscher, der sich der Sache der Katharer verschrieben hat und ein wahrer Perfectus ist, kann vielleicht ein Mitglied der Gläubigen zum Katharer-Patriarchen erheben: ein Anführer für die Gläubigen überall und in der Lage, seine oder ihre Religion in der gesamten bekannten Welt zu verbreiten.;;;x
create_e_shiite;Become Caliph;Devenir Calife;Kalif werden;;;x
create_e_shiite_desc;The Shia Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Shia Caliphate.;Le Califat Chiite est tombé, mais il y a désormais un espoir pour la foi. Avec assez d'influence et de piété nous pourrions nous proclamer héritier du Califat et créer un nouveau Califat Chiite.;Das schiitische Kalifat ist gefallen, aber es gibt noch Hoffnung für den Glauben. Mit genügend Einfluss und Frömmigkeit könnten wir uns zum Erben des Kalifats erklären und ein neues schiitisches Kalifat errichten.;;;x
create_e_sunni;Become Caliph;Devenir Calife;Werden Sie Kalif;;;x
create_e_sunni_desc;The Sunni Caliphate has fallen, but there is yet hope for the faith. With enough influence and piety we could declare ourselves the heir to the Caliphate and create a new Sunni Caliphate.;Le Califat Sunnite est tombé, mais il y a désormais un espoir pour la foi. Avec assez d'influence et de piété nous pourrions nous proclamer héritier du Califat et créer un nouveau Califat Sunnite.;Das sunnitische Kalifat ist gefallen, aber es gibt noch Hoffnung für den Glauben. Mit genügend Einfluss und Frömmigkeit könnten wir uns zum Erben des Kalifats erklären und ein neues sunnitisches Kalifat errichten.;;;x
create_provincia_aegyptus;Create Provincia Aegyptus;;Provincia Aegyptus gründen;;;x
create_provincia_aegyptus_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere ausgedehnten Besitztümer besser verwalten zu können, müssen wir das Reich so organisieren, wie es die alten Römer taten, und die alten Provinzen wieder einführen.;;;x
create_provincia_africa;Create Provincia Africa;;Provincia Afrika gründen;;;x
create_provincia_africa_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_phrygia;Create Provincia Phrygia;;Provincia Phrygien gründen;;;x
create_provincia_phrygia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen zurückbringen.;;;x
create_provincia_britannia;Create Provincia Britannia;;Provincia Britannia gründen;;;x
create_provincia_britannia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_caledonia;Create Provincia Caledonia;;Provincia Caledonia gründen;;;x
create_provincia_caledonia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_gallia;Create Provincia Gallia;;Provincia Gallia gründen;;;x
create_provincia_gallia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_germania;Create Provincia Germania;;Provincia Germania gründen;;;x
create_provincia_germania_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich so organisieren, wie es die alten Römer taten, und die alten Provinzen wieder einführen.;;;x
create_provincia_hibernia;Create Provincia Hibernia;;Provincia Hibernia schaffen;;;x
create_provincia_hibernia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_hispania;Create Provincia Hispania;;Provincia Hispania gründen;;;x
create_provincia_hispania_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_illyricum;Create Provincia Illyricum;;Provincia Illyricum gründen;;;x
create_provincia_illyricum_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_italia;Create Provincia Italia;;Provincia Italia gründen;;;x
create_provincia_italia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_macedonia;Create Provincia Macedonia;;Provincia Macedonia gründen;;;x
create_provincia_macedonia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich ähnlich wie die alten Römer organisieren und die alten Provinzen zurückbringen.;;;x
create_provincia_mauretania;Create Provincia Mauretania;;Provincia Mauretania gründen;;;x
create_provincia_mauretania_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_mesopotamia;Create Provincia Mesopotamia;;Provincia Mesopotamia gründen;;;x
create_provincia_mesopotamia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_pontus;Create Provincia Pontus;;Provincia Pontus gründen;;;x
create_provincia_pontus_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_sardinia_corsica;Create Provincia Sardinia-Corsica;;Schaffung der Provincia Sardinia-Corsica;;;x
create_provincia_sardinia_corsica_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_syria_palaestina;Create Provincia Syria-Palaestina;;Provincia Syria-Palaestina schaffen;;;x
create_provincia_syria_palaestina_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich so organisieren, wie es die alten Römer taten, und die alten Provinzen wieder einführen.;;;x
create_provincia_thracia;Create Provincia Thracia;;Provincia Thracia gründen;;;x
create_provincia_thracia_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen wieder einführen.;;;x
create_provincia_viennensis;Create Provincia Viennensis;;Provincia Viennensis gründen;;;x
create_provincia_viennensis_desc;In order to better administer our extensive holdings, we must organize the empire much as the Ancient Romans did and bring back the ancient provinces.;;Um unsere umfangreichen Besitztümer besser verwalten zu können, müssen wir das Reich nach dem Vorbild der alten Römer organisieren und die alten Provinzen zurückbringen.;;;x
