#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
cathar_DESC;The Cathar, or Albigensian, heresy rejects confession and the holiness of the clergy and of the Pope. They only have a single sacrament - the Consolamentum - to remove sin and turn the believer into a Cathar 'Perfect'. Features:\n§Y*§! The Consolamentum decision, granting Perfecti status\n§Y*§! Cathars can not choose the Family, Hunting, or Seduction Focus \n§Y*§! Cathars can not hold grant hunts \n§Y*§! Celibate Cathars and Perfectum can adopt children \n§Y*§! Cathars cannot declare a Holy War until any Cathar ruler is first attacked by a Catholic via Holy War or Crusade \n§Y*§! Cathars can create a Papacy;The Cathar, or Albigensian, heresy rejects confession and the holiness of the clergy and of the Pope. They only have a single sacrament - the Consolamentum - to remove sin and turn the believer into a Cathar 'Perfect'.\n\nFeatures:\n§Y*§! The Consolamentum decision, granting Perfectum status\n§Y*§! Cathars can not choose the Family, Hunting, or Seduction Focus \n§Y*§! Cathars can not hold grant hunts \n§Y*§! Celibate Cathars and Perfectum can adopt children \n§Y*§! Cathars cannot declare a Holy War until any Cathar ruler is first attacked by a Catholic via Holy War/Crusade \n§Y*§! Cathars may install women as priests \n§Y*§! Cathars can create a Papacy \n§Y*§! Cathars have lowered garrison and levy sizes, but higher morale;The Cathar, or Albigensian, heresy rejects confession and the holiness of the clergy and of the Pope. They only have a single sacrament - the Consolamentum - to remove sin and turn the believer into a Cathar 'Perfect'.\n\nFeatures:\n§Y*§! The Consolamentum decision, granting Perfectum status\n§Y*§! Cathars can not choose the Family, Hunting, or Seduction Focus \n§Y*§! Cathars can not hold grant hunts \n§Y*§! Celibate Cathars and Perfectum can adopt children \n§Y*§! Cathars cannot declare a Holy War until any Cathar ruler is first attacked by a Catholic via Holy War/Crusade \n§Y*§! Cathars may install women as priests \n§Y*§! Cathars can create a Papacy \n§Y*§! Cathars have lowered garrison and levy sizes, but higher morale;;The Cathar, or Albigensian, heresy rejects confession and the holiness of the clergy and of the Pope. They only have a single sacrament - the Consolamentum - to remove sin and turn the believer into a Cathar 'Perfect'.\n\nFeatures:\n§Y*§! The Consolamentum decision, granting Perfectum status\n§Y*§! Cathars can not choose the Family, Hunting, or Seduction Focus \n§Y*§! Cathars can not hold grant hunts \n§Y*§! Celibate Cathars and Perfectum can adopt children \n§Y*§! Cathars cannot declare a Holy War until any Cathar ruler is first attacked by a Catholic via Holy War/Crusade \n§Y*§! Cathars may install women as priests \n§Y*§! Cathars can create a Papacy \n§Y*§! Cathars have lowered garrison and levy sizes, but higher morale;;;;;;;;;x
catholic_group_christian;Is in communion with a Western Christian church\n;Is in communion with a Western Christian church\n;Is in communion with a Western Christian church\n;;Is in communion with a Western Christian church\n;;;;;;;;;x
chalc_cardinal;Cardinal;Cardinal;Cardinal;;Cardinal;;;;;;;;;x
chalc_cardinal_desc;This character is a Latin Cardinal, and thus in line to assume the office of Pope.;This character is a Latin Cardinal, and thus in line to assume the office of Pope.;This character is a Latin Cardinal, and thus in line to assume the office of Pope.;;This character is a Latin Cardinal, and thus in line to assume the office of Pope.;;;;;;;;;x
CHALCEDONIAN_CARDINAL;Cardinal;Cardinal;Cardinal;;Cardinal;;;;;;;;;x
champion;Champion;Champion;Champion;;Champion;;;;;;;;;x
champion_desc;This character has fought in many battles, including ones against heathens.;Ce personnage a guerroyé dans moultes bastailles, y compris contre des païens.;This character has fought in many battles, including ones against heathens.;;This character has fought in many battles, including ones against heathens.;;;;;;;;;x
chosen_heir;Chosen Heir;Héritier Désigné;Chosen Heir;;Chosen Heir;;;;;;;;;;;x
CHRONICLE_FOUNDED_CAROLINGIAN;[Root.GetDynName] was crowned Emperor of the Frankish realm by [Root.RelHead.GetBestName] on [GetDateText], thus bringing order to Europe in a fashion not seen since the days of the Romans.;[Root.GetDynName] was crowned Emperor of the Frankish realm by [Root.RelHead.GetBestName] on [GetDateText], thus bringing order to Europe in a fashion not seen since the days of the Romans.;[Root.GetDynName] was crowned Emperor of the Frankish realm by [Root.RelHead.GetBestName] on [GetDateText], thus bringing order to Europe in a fashion not seen since the days of the Romans.;;[Root.GetDynName] was crowned Emperor of the Frankish realm by [Root.RelHead.GetBestName] on [GetDateText], thus bringing order to Europe in a fashion not seen since the days of the Romans.;;;;;;;;;x
church_st_bogomil_built;Church of St. Bogomil;Church of St. Bogomil;Church of St. Bogomil;;Church of St. Bogomil;;;;;;;;;x
civil_war;Civil War;Guerre civile;Bürgerkrieg;;Civil War;;;;;;x
coa_plain_pagan;Pagan;Païen;Pagan;;Pagan;;;;;;;;;x
COMPL_AJAWID;Shaykh;Shaykh;Shaykh;;Shaykh;;;;;;;;;x
COMPL_AJAWID_F;Shaykha;Shaykha;Shaykha;;Shaykha;;;;;;;;;x
COMPL_DAYDREAMER;daydreamer;;;;;;;;;;;;;x
COMPL_DEFT;deft;;;;;;;;;;;;;x
COMPL_HMYST;great mystic;great mystic;great mystic;;great mystic;;;;;;;;;x
COMPL_HONEY_VOICE;honey-voiced;;;;;;;;;;;;;x
COMPL_IMPOSING;imposing;;;;;;;;;;;;;x
COMPL_HOLY;holy;holy;holy;;holy;;;;;;;;;x
COMPL_KNOW;knowledgeable;knowledgeable;knowledgeable;;knowledgeable;;;;;;;;;x
COMPL_KOASASA;Koasasa;Koasasa;Koasasa;;Koasasa;;;;;;;;;x
COMPL_MIGHTY_VOICE;mighty-voiced;;;;;;;;;;;;;x
COMPL_SHARP;sharp;;;;;;;;;;;;;x
COMPL_STATUESQUE;statuesque;statuesque;statuesque;;statuesque;;;;;;;;;x
COMPL_SWIFT;swift;;;;;;;;;;;;;x
COMPL_TALL;tall;tall;tall;;tall;;;;;;;;;x
controls_antipope;Controls the Anti-Pope;Controsle de l'Anti-Pape;Kontrolliert den Gegenpapst;;Controls the Anti-Pope;;;;;;;x
converted_me;Converted Me;Converted Me;Converted Me;;Converted Me;;;;;;;;;;;x
converted_province_from;Province Conversions;Province Conversions;Province Conversions;;Province Conversions;;;;;;;;;;;x
converted_province_to;Province Conversions;Province Conversions;Province Conversions;;Province Conversions;;;;;;;;;;;x
coronation_duel;Scandalized by Duel at Coronation;Scandalized by Duel at Coronation;Scandalized by Duel at Coronation;;Scandalized by Duel at Coronation;;;;;;;;;;;x
coronation_friends;Got Along At Coronation;Got Along At Coronation;Got Along At Coronation;;Got Along At Coronation;;;;;;;;;;;x
coronation_rivals;Argued At Coronation;Argued At Coronation;Argued At Coronation;;Argued At Coronation;;;;;;;;;;;x
coruler;Co-Ruler;Co-Dirigeant;Co-Ruler;;Co-Ruler;;;;;;;;;;;x
coruler_desc;This character is, legally, sharing in the realm's rule.;Ce personnage partage, légalement, le règne du royaume.;This character is, legally, sharing in the realm's rule.;;This character is, legally, sharing in the realm's rule.;;;;;;;;;;;x
counterspy;Informant;Informateur;Informant;;Informant;;;;;;;;;;;x
counterspy_desc;This character has revealed a plot.;Ce personnage a dévoilé un complot.;This character has revealed a plot.;;This character has revealed a plot.;;;;;;;;;;;x
court_anarchy;Court Anarchy;Court Anarchy;Court Anarchy;;Court Anarchy;;;;;;;;;;;x
court_anarchy_desc;The ruler has been made into a veritable prisoner by his own court--a regent controls his affairs, and his court runs rampant with infighting as they vie with each other for influence. Whether or not he will be able to regain control is unknown.;The ruler has been made into a veritable prisoner by his own court--a regent controls his affairs, and his court runs rampant with infighting as they vie with each other for influence. Whether or not he will be able to regain control is unknown.;The ruler has been made into a veritable prisoner by his own court--a regent controls his affairs, and his court runs rampant with infighting as they vie with each other for influence. Whether or not he will be able to regain control is unknown.;;The ruler has been made into a veritable prisoner by his own court--a regent controls his affairs, and his court runs rampant with infighting as they vie with each other for influence. Whether or not he will be able to regain control is unknown.;;;;;;;;;;;x
courtier_anger;Imperial Intrigue;Imperial Intrigue;Imperial Intrigue;;Imperial Intrigue;;;;;;;;;;;x
courtier_anger_desc;The constant intrigue swirling about the imperial court is currently working against this character.;The constant intrigue swirling about the imperial court is currently working against this character.;The constant intrigue swirling about the imperial court is currently working against this character.;;The constant intrigue swirling about the imperial court is currently working against this character.;;;;;;;;;;;x
covets_inheritance;Covets Inheritance;Convoite Héritage;Covets Inheritance;;Covets Inheritance;;;;;;;;;;;x
crowned;Crowned;Crowned;Crowned;;Crowned;;;;;;;;;;;x
crowned_by_pope;Crowned By The Pope;Couronné(e);Gekrönt;;Crowned;;;;;;;;x
crowned_by_pope_desc;Being crowned by the Pope and having received the Imperial Regalia symbolises the blessing of the Pope and official recognised status as the Holy Roman Emperor.;Estre couronné par le Pape et recevoir les Regalia Impériaulx symbolisent la bénédiction du Saint Père et la reconnoissance officielle du statut de Saint Empereur Romain.;Durch den Papst gekrönt und durch Erhalt der Reichskleinodien der offiziell anerkannte römisch-deutsche Kaiser.;;Being crowned by the Pope and having received the Imperial Regalia symbolises the blessing of the Pope and official recognised status as the Holy Roman Emperor.;;;;;;x
crowned_desc;The character has been officially coronated and recognized as ruler in front of their gathered vassals.;The character has been officially coronated and recognized as ruler in front of their gathered vassals.;The character has been officially coronated and recognized as ruler in front of their gathered vassals.;;The character has been officially coronated and recognized as ruler in front of their gathered vassals.;;;;;;;;;;;x
ct_jewish_community_1;Small Jewish Community;Petite Communauté Juive;Kleine Jüdische Gemeinde;;Small Jewish Community;;;;;;;;;x
ct_jewish_community_2;Jewish Community;Communauté Juive;Jüdische Gemeinde;;Jewish Community;;;;;;;;;x
ct_jewish_community_3;Large Jewish Community;Grande Communauté Juive;Große Jüdische Gemeinde;;Large Jewish Community;;;;;;;;;x
ct_rep_arsenal_3;Great Arsenal;Grand arsenal;Großes Arsenal;;Gran arsenal;;;;;;;;;x
ct_rep_arsenal_3_desc;This heavily fortified collection of shipyards and armories is nothing less than an industrial complex centered around the docks of the Republic's capital.;Ce regroupement moult fortifié de chantiers navals et d’armureries n’est rien d’aultre qu’un complexe industriel centralisé autour des quais de la capitale de la République.;Diese schwer befestigte Ansammlung von Werften und Waffenkammern ist nicht weniger als ein industrieller Komplex rund um den Hafen der republikanischen Hauptstadt.;;Este conjunto fortificado de astilleros y armerías es todo un complejo industrial situado en torno a los muelles de la capital de la República.;;;;;;;;;;;x
ctt_gb_rumours_children;§YYour children§! will hear of this\n;§YVos enfants§! en oiront parler\n;§YYour children§! will hear of this\n;;§YYour children§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_friend;§YYour Friends§! will hear of this\n;§YVos Amis§! en oiront parler\n;§YYour Friends§! will hear of this\n;;§YYour Friends§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_heir;§YYour heir§! will hear of this\n;§YVotre héritier§! en oira parler\n;§YYour heir§! will hear of this\n;;§YYour heir§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_lords;§YThe lords of the realm§! will hear of this\n;§YLes seigneurs du royaume§! en oiront parler\n;§YThe lords of the realm§! will hear of this\n;;§YThe lords of the realm§! will hear of this\n;;;;;;;;;x
ctt_gb_rumours_lover;§YYour Lover§! will hear of this\n;§YVotre amant(e)§! en oira parler\n;§YYour Lover§! will hear of this\n;;§YYour Lover§! will hear of this\n;;;;;;;;;;;
ctt_gb_rumours_neighbours;§YThe neighbouring realms§! will hear of this\n;§YLes royaumes environnants§! en oiront parler\n;§YThe neighbouring realms§! will hear of this\n;;§YThe neighbouring realms§! will hear of this\n;;;;;;;;;x
ctt_gb_rumours_sibling;§YYour siblings§! will hear of this\n;§YVos frères et soeurs§! en oiront parler\n;§YYour siblings§! will hear of this\n;;§YYour siblings§! will hear of this\n;;;;;;;;;;;
CTT_MUST_BE_REFORMED;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;Vous devez estre soit un §YPaïen réformé§! ou un fidèle d'une §Yreligion non-païenne§!\n;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;;You must be either a §Yreformed Pagan§! or a member of any §Ynon-pagan religion group§!\n;;;;;;;;;;;
CTT_REP_IN_RANGE;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;Si vous prenez ce bourg, il sera §GIN-RANGE§! de votre portée d'administration, ce qui ne causera nulle\nsurextension.\n;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;;If you take this city, it will be §GIN-RANGE§! of your effective administrative range, incurring no\noverextension.\n;;;;;;;;;;;,
CTT_REP_OUT_RANGE;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;Si vous prenez ce bourg, il sera §ROUT OF RANGE§! de votre portée d'administration, causant ainsi une\npénalité de surextension.\n;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;;If you take this city, it will be §ROUT OF RANGE§! of your effective administrative range, incurring an\noverextension penalty.\n;;;;;;;;;;;,
ctt_schism_catholic_rome;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;Le Pape ou vous-mesme §Ycontroslez pleinement§! Rome et le titulaire du temple n'est point un hérétique\n;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;;You or the Pope §Yfully control§! Rome and the temple holder is not a heretic\n;;;;;;;;;;;
cult_of_cybele;Cult of Cybele;Culte de Cybèle;Kult der Kybele;;Culto de Cibeles;;;;;;;;x
cult_of_cybele_desc;This character is a member of the Hellenic Cult of Cybele.;Ce personnage est un membre du culte hellénique de Cybèle.;Dieser Charakter ist ein Mitglied der Hellenischen Kult der Kybele.;;Este personaje es un miembro de la Hellenic Culto de Cibeles.;;;;;;;;x
