#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
faction_disapprove_title_grant;Upset Over Title Grant;Upset Over Title Grant;Verärgert über Titelverleihung;;Upset Over Title Grant;;;;;;;;;x
faction_disapprove_TO;Faction Disapproves of Tribal Organization;Faction Disapproves of Tribal Organization;Fraktion missbilligt die Stammesorganisation;;Faction Disapproves of Tribal Organization;;;;;;;;;x
faction_displeased;Faction Angered;Faction Angered;Fraktion verärgert;;Faction Angered;;;;;;;;;x
faction_pleased;Faction Pleased;Faction Pleased;Fraktion erfreut;;Faction Pleased;;;;;;;;;x
faction_prosperity_bonus;Prosperity Faction Support;Prosperity Faction Support;Unterstützung der Wohlstandsfraktion;;Prosperity Faction Support;;;;;;;;;x
faction_prosperity_bonus_desc;This liege has been rewarded by their vassals from the Prosperity Faction.;This liege has been rewarded by their vassals from the Prosperity Faction.;Dieser Lehnsherr wurde von seinen Vasallen aus der Wohlstandsfraktion belohnt.;;This liege has been rewarded by their vassals from the Prosperity Faction.;;;;;;;;;x
good_speech;Good Speech;Bon orateur;Gute Rede;;Good Speech;;;;;;;;;x
great_speech;Great Speech;Grand orateur;Große Rede;;Great Speech;;;;;;;;;x
made_ultimatum;Faction Ultimatum;Faction Ultimatum;Ultimatum der Fraktion;;Faction Ultimatum;;;;;;;;;x
okay_speech;Fair Speech;Orateur moyen;Faire Rede;;Fair Speech;;;;;;;;;x
opinion_civil_war_loser;Loser in Civil War;Perdant de la guerre civile;Verlierer im Bürgerkrieg;;Loser in Civil War;;;;;;;;;x
opinion_civil_war_neutral;Was Neutral in Civil War;Was Neutral in Civil War;War neutral im Bürgerkrieg;;Was Neutral in Civil War;;;;;;;;;x
opinion_civil_war_supporter;Was Supporter in Civil War;Was Supporter in Civil War;War Unterstützer im Bürgerkrieg;;Was Supporter in Civil War;;;;;;;;;x
opinion_dispute;Dispute;Dispute;Streitgespräch;;Dispute;;;;;;;;;x
opinion_opposed_in_meeting;Opposed me in a vote;S'est opposé à moi dans un vote;Hat sich bei einer Abstimmung gegen mich gestellt;;Opposed me in a vote;;;;;;;;;x
opinion_rebuffed_recruitment;Rebuffed Recruitment Attempt;Rebuffed Recruitment Attempt;Rekrutierungsversuch abgeblasen;;Rebuffed Recruitment Attempt;;;;;;;;;x
opinion_supported_in_meeting;Supported me in a vote;M'a soutenu dans un vote;Unterstützte mich bei einer Abstimmung;;Supported me in a vote;;;;;;;;;x
overthrew_me;Overthrew Me;;Stürzte mich;;;;;;;;;;;x
overthrown_ruler;Overthrown Ruler;;Gestürzter Herrscher;;;;;;;;;;;x
pf_lcut_ruler;Tracking for Potential Liege Change;;Potenziellen Lehnsherrnwechsel verfolgen;;;;;;;;;;;x
pf_loyal_to_me;Supporting Me During Civil War;Supporting Me During Civil War;Mich während des Bürgerkriegs unterstützt;;Supporting Me During Civil War;;;;;;;;;x
pf_loyal_toward;Supporting During Civil War;Supporting During Civil War;Unterstützt im Bürgerkrieg;;Supporting During Civil War;;;;;;;;;x
pf_neutral_to_me;Did Not Support Me During Civil War;Did Not Support Me During Civil War;Hat mich im Bürgerkrieg nicht unterstützt;;Did Not Support Me During Civil War;;;;;;;;;x
pf_neutral_toward;Remained Neutral During Civil War;Remained Neutral During Civil War;Blieb während des Bürgerkriegs neutral;;Remained Neutral During Civil War;;;;;;;;;x
pleasant_meeting;Pleasant Meeting;Pleasant Meeting;Angenehmes Treffen;;Pleasant Meeting;;;;;;;;;x
poached_faction_member;Poached Member of my Faction;Poached Member of my Faction;Abgeworbenes Mitglied meiner Fraktion;;Poached Member of my Faction;;;;;;;;;x
rallied_against_liege;Rallied Against Liege;Rallied Against Liege;Hat sich gegen Lehnsherrn aufgelehnt;;Rallied Against Liege;;;;;;;;;x
revolting_against;Civil War;Guerre civile;Bürgerkrieg;;Civil War;;;;;;;;;x
revolting_against_me;Civil War;Guerre civile;Bürgerkrieg;;Civil War;;;;;;;;;x
spoke_on_lieges_behalf;Spoke on Liege's Behalf;Spoke on Liege's Behalf;Im Namen des Lehnsherrn gesprochen;;Spoke on Liege's Behalf;;;;;;;;;x
tax_privileges_desc;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;Der Lehnsherr dieses Charakters hat ihn als Dank für seine Unterstützung mit einem Steuerbonus für die Domäne belohnt.;;This character's liege has rewarded them with a demesne tax bonus, as thanks for their support.;;;;;;;;;x
tax_reduction;Tax Reduction;Réduction de taxes;Steuererleichterung;;Tax Reduction;;;;;;;;;x
tax_reduction_desc;This province's taxes has been reduced, as per the dictate of the liege.;This province's taxes has been reduced, as per the dictate of the liege.;Die Steuern dieser Provinz wurden auf Anweisung des Lehnsherren gesenkt.;;This province's taxes has been reduced, as per the dictate of the liege.;;;;;;;;;x
terrible_speech;Awful Speech;Orateur consternant;Schreckliche Rede;;Awful Speech;;;;;;;;;x
turned_against_liege;Turned Against Liege;Turned Against Liege;Gegen den Lehnsherrn gewendet;;Turned Against Liege;;;;;;;;;x
ultimatum_refused;Rejected faction demands;A rejeté les exigences de la faction;Abgelehnte Fraktionsforderungen;;Rejected faction demands;;;;;;;;;x
unpleasant_meeting;Unpleasant Meeting;Unpleasant Meeting;Unangenehmes Treffen;;Unpleasant Meeting;;;;;;;;;x
upset_faction_decision;Upset Over Decision;Upset Over Decision;Verärgert über Entscheidung;;Upset Over Decision;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION DECISIONS;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
ask_claimant_support;Ask to Support Pretender;Ask to Support Pretender;Bitte um Unterstützung für den Prätendenten;;Ask to Support Pretender;;;;;;;;;x
ask_claimant_support_desc;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;Treffen Sie sich mit §Y[This.GetTitledFirstNameNoRegnal]§W und versuchen Sie, dessen Unterstützung für §Y[From.SupportedClaimant.GetTitledName]§W zu gewinnen, den von Ihnen unterstützten Antragsteller für den [From.SupportedClaimantTitle.GetFullName].;;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to gain their support for §Y[From.SupportedClaimant.GetTitledName]§W, you supported claimant for the [From.SupportedClaimantTitle.GetFullName].;;;;;;;;;x
court_faction_member;Court Faction Member;Court Faction Member;Hof-Fraktionsmitglied;;Court Faction Member;;;;;;;;;x
court_faction_member_desc;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;Treffen Sie sich mit §Y[This.GetTitledFirstNameNoRegnal]§W und versuchen Sie, [This.GetHerHis]s Einstellung Ihnen gegenüber zu verbessern. Beachte, dass dies je nach eurem diplomatischen Geschick und eurer Kompatibilität zueinander keine Auswirkungen haben oder [From.GetHerHis] Meinung sogar verschlechtern kann.;;Meet with §Y[This.GetTitledFirstNameNoRegnal]§W and attempt to improve [This.GetHerHis] disposition towards you. Note that this could very well have no effect or even worsen [This.GetHerHis] opinion, depending on your skill at diplomacy and your compatibility with each other.;;;;;;;;;x
faction_begin_civil_war;Declare Civil War;Declare Civil War;Den Bürgerkrieg erklären;;Declare Civil War;;;;;;;;;x
faction_begin_civil_war_desc;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;Gebt den Anhängern eurer Fraktion Bescheid: Die Zeit für den Sturz von §Y[Root.Liege.GetBestName]§! ist gekommen, und der [Root.Liege.PrimaryTitle.GetAdjective]-Bürgerkrieg muss nun beginnen.;;Send the word out to your faction supporters: the time to overthrow §Y[Root.Liege.GetBestName]§! has come, and the [Root.Liege.PrimaryTitle.GetAdjective] civil war must now begin.;;;;;;;;;x
faction_claimant_prepare;Call Claimant Faction to Arms;Call Claimant Faction to Arms;Anspruchsteller-Fraktion zu den Waffen rufen;;Call Claimant Faction to Arms;;;;;;;;;x
faction_claimant_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Eure Fraktion ist bereit, sich gegen §Y[Root.Liege.GetBestName]§! zu erheben, sollte [Root.Liege.GetSheHe] ein Ultimatum zur Einsetzung von §Y[Root.SupportedClaimant.GetBestName]§! auf dem Thron von §Y[Root.SupportedClaimantTitle.GetName]§! ablehnen. Jetzt ist es an der Zeit, den Aufruf an Eure Anhänger und alle Vasallen von [Root.Liege.GetTitledFirstNameNoRegnal] zu senden, sich auf einen möglichen Bürgerkrieg vorzubereiten.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to install §Y[Root.SupportedClaimant.GetBestName]§! on the throne of §Y[Root.SupportedClaimantTitle.GetName]§!. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;;x
faction_religious_prepare;Call Religious Faction to Arms;Call Religious Faction to Arms;Religiöse Fraktion zu den Waffen rufen;;Call Religious Faction to Arms;;;;;;;;;x
faction_religious_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Eure Fraktion ist bereit, sich gegen §Y[Root.Liege.GetBestName]§! zu erheben, sollte sich [Root.Liege.GetSheHe] weigern, zum Glauben von [Root.Religion.GetName] überzutreten. Jetzt ist es an der Zeit, Eure Anhänger und alle Vasallen von [Root.Liege.GetTitledFirstNameNoRegnal] aufzurufen, sich auf die Möglichkeit eines Bürgerkriegs vorzubereiten.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse to convert to the [Root.Religion.GetName] faith. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;;x
faction_religious_ultimatum;Demand Liege Conversion;Demand Liege Conversion;Bekehrung der Lehnsträger fordern;;Demand Liege Conversion;;;;;;;;;x
faction_religious_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;Stellt §Y[Root.Liege.GetBestName]§! ein Ultimatum und fordert, dass [Root.Liege.GetSheHe] entweder zum [Root.Religion.GetName]-Glauben konvertiert, oder Eure Fraktion wird einen Aufstand anzetteln.;;Present an ultimatum to §Y[Root.Liege.GetBestName]§!, demanding that [Root.Liege.GetSheHe] either convert to the [Root.Religion.GetName] faith or your faction will rise in revolt.;;;;;;;;;x
faction_send_ultimatum;Make Ultimatum to Liege;Make Ultimatum to Liege;Ultimatum an Lehnsherrn stellen;;Make Ultimatum to Liege;;;;;;;;;x
faction_send_ultimatum_desc;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;Stellen Sie §Y[Root.Liege.GetBestName]§! ein Ultimatum: entweder [Root.Liege.GetSheHe] gibt den Forderungen Ihrer Fraktion nach oder Ihre Fraktion und ihre Anhänger werden sich erheben und [Root.Liege.GetHerHim] stürzen.;;Present an ultimatum to §Y[Root.Liege.GetBestName]§!: either [Root.Liege.GetSheHe] give into your faction's demands or your faction and its supporters will rise in revolt and overthrow [Root.Liege.GetHerHim].;;;;;;;;;x
faction_succ_feudal_elective_prepare;Call Elective Faction to Arms;Call Elective Faction to Arms;Wahlfraktion zu den Waffen rufen;;Call Elective Faction to Arms;;;;;;;;;x
faction_succ_feudal_elective_prepare_desc;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;Eure Fraktion ist bereit, sich gegen §Y[Root.Liege.GetBestName]§! zu erheben, sollte [Root.Liege.GetSheHe] ein Ultimatum zur Änderung des Erbrechts auf Feudalwahlrecht ablehnen. Jetzt ist es an der Zeit, Eure Anhänger und alle Vasallen von [Root.Liege.GetTitledFirstNameNoRegnal] aufzurufen, sich auf die Möglichkeit eines Bürgerkriegs vorzubereiten.;;Your faction is ready to rise up against §Y[Root.Liege.GetBestName]§!, should [Root.Liege.GetSheHe] refuse an ultimatum to change the succession law to Feudal Elective. Now is the time to send the call out to your supporters, and indeed all of [Root.Liege.GetTitledFirstNameNoRegnal]'s vassals, to prepare for the possibility of civil war.;;;;;;;;;x
